年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2023,単一リーグ,レギュラー,150,2023/8/8,21:00,さわやかMJ野郎の会,海賊王,-32.5,3,第1試合,7500,P0238
2023,単一リーグ,レギュラー,150,2023/8/8,21:00,レッドリボン軍,ブリトニー,13.9,2,第1試合,33900,P0169
2023,単一リーグ,レギュラー,151,2023/8/8,22:00,たちこまーず,はち,-28.4,3,第2試合,11600,P0157
2023,単一リーグ,レギュラー,151,2023/8/8,22:00,SSブルーバーズ,5296,77.4,1,第2試合,57400,P0014
2023,単一リーグ,レギュラー,151,2023/8/8,22:00,最強位ズ,ダイゴ,-63.5,4,第2試合,-3500,P0130
2023,単一リーグ,レギュラー,151,2023/8/8,22:00,星の砂 Stardust Collectors,店長倍損の上司,14.5,2,第2試合,34500,P0302
2023,単一リーグ,レギュラー,152,2023/8/8,22:00,関西麻雀保安協会,えりんぼパパ,-12.8,3,第2試合,27200,P0077
2023,単一リーグ,レギュラー,152,2023/8/8,22:00,SILVER WOLVES,上野あいみ,58.1,1,第2試合,38100,P0279
2023,単一リーグ,レギュラー,152,2023/8/8,22:00,さわやかMJ野郎の会,黒太郎@SMY会,8,2,第2試合,28000,P0260
2023,単一リーグ,レギュラー,152,2023/8/8,22:00,レッドリボン軍,TOSH,-53.3,4,第2試合,6700,P0058
2023,単一リーグ,レギュラー,153,2023/8/10,21:00,たちこまーず,かぴ,-20.8,3,第1試合,19200,P0092
2023,単一リーグ,レギュラー,153,2023/8/10,21:00,SSブルーバーズ,おむ,60.5,1,第1試合,40500,P0086
2023,単一リーグ,レギュラー,153,2023/8/10,21:00,関西麻雀保安協会,玉緒,-43.4,4,第1試合,16600,P0251
2023,単一リーグ,レギュラー,153,2023/8/10,21:00,SILVER WOLVES,松崎真也＠協会,3.7,2,第1試合,23700,P0276
2023,単一リーグ,レギュラー,154,2023/8/10,21:00,最強位ズ,ねこます,78.1,1,第1試合,58100,P0155
2023,単一リーグ,レギュラー,154,2023/8/10,21:00,星の砂 Stardust Collectors,店長倍損の上司,-59.4,4,第1試合,600,P0302
2023,単一リーグ,レギュラー,154,2023/8/10,21:00,TEAMS Rabbit_Yohan,ま〜ぢゃん,4.3,2,第1試合,24300,P0183
2023,単一リーグ,レギュラー,154,2023/8/10,21:00,クレイジーダイヤモンド,クピドの悪戯,-23,3,第1試合,17000,P0099
